,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,county,tweets,contribution,n_poll,frac_unem,frac_votes,total_votes,registered_A_a,registered_A_b,registered_A_c,registered_B_a,registered_B_b,registered_B_c,registered_C_a,registered_C_b,registered_C_c,registered_D_a,registered_D_b,registered_D_c,registered_E_a,registered_E_b,registered_E_c,registered_F_a,registered_F_b,registered_F_c,registered_G_a,registered_G_b,registered_G_c,registered_A,registered_B,registered_C,registered_D,registered_E,registered_F,registered_G,frac_registered_A_a,frac_registered_A_b,frac_registered_A_c,frac_registered_B_a,frac_registered_B_b,frac_registered_B_c,frac_registered_C_a,frac_registered_C_b,frac_registered_C_c,frac_registered_D_a,frac_registered_D_b,frac_registered_D_c,frac_registered_E_a,frac_registered_E_b,frac_registered_E_c,frac_registered_F_a,frac_registered_F_b,frac_registered_F_c,frac_registered_G_a,frac_registered_G_b,frac_registered_G_c,frac_registered_A,frac_registered_B,frac_registered_C,frac_registered_D,frac_registered_E,frac_registered_F,frac_registered_G,voted_A_a,voted_A_b,voted_A_c,voted_B_a,voted_B_b,voted_B_c,voted_C_a,voted_C_b,voted_C_c,voted_D_a,voted_D_b,voted_D_c,voted_E_a,voted_E_b,voted_E_c,voted_F_a,voted_F_b,voted_F_c,voted_G_a,voted_G_b,voted_G_c,voted_A,voted_B,voted_C,voted_D,voted_E,voted_F,voted_G,frac_vote_A_a,frac_vote_A_b,frac_vote_A_c,frac_vote_B_a,frac_vote_B_b,frac_vote_B_c,frac_vote_C_a,frac_vote_C_b,frac_vote_C_c,frac_vote_D_a,frac_vote_D_b,frac_vote_D_c,frac_vote_E_a,frac_vote_E_b,frac_vote_E_c,frac_vote_F_a,frac_vote_F_b,frac_vote_F_c,frac_vote_G_a,frac_vote_G_b,frac_vote_G_c,frac_voted_A,frac_voted_B,frac_voted_C,frac_voted_D,frac_voted_E,frac_voted_F,frac_voted_G,total_registers,latitude,longitude
96,96,96,96,MC DUFFIE,0,253460,0,0.069919102,0.665569203,10512,2599,3500,0,4343,4903,0,25,32,0,67,85,0,10,14,0,31,37,0,77,71,0,6099,9246,57,152,24,68,148,0.164556160567304,0.2216031404330758,0.0,0.2749778396859567,0.3104343421552488,0.0,0.00158288,0.002026086,0.0,0.004242117,0.005381791,0.0,0.000633152,0.000886413,0.0,0.001962771,0.002342662,0.0,0.004875269,0.004495378,0.0,0.3861593010003799,0.5854121818412055,0.003608965,0.009623908,0.001519564,0.004305432,0.009370647,1324,2297,0,3114,3545,0,12,16,0,27,46,0,4,8,0,15,21,0,45,38,0,3621,6659,28,73,12,36,83,0.005094,0.006563,0.0,0.00717,0.00723,0.0,0.0048,0.005,0.0,0.00403,0.005412,0.0,0.004,0.005714,0.0,0.004839,0.005676,0.0,0.005844,0.005352,0.0,0.3444634703196347,0.6334665144596652,0.002663623,0.006944444,0.001141553,0.003424658,0.007895738,15794,33.4828,-82.4814
97,97,97,97,MC INTOSH,0,264934,0,0.15098656,0.674509804,6708,1280,1504,0,3106,3310,3,16,17,0,36,52,0,5,11,0,38,50,0,303,213,1,2784,6419,33,88,16,88,517,0.1287078934137757,0.1512317747611865,0.0,0.3123177476118652,0.3328305681246857,0.000301659,0.001608849,0.001709402,0.0,0.00361991,0.005228758,0.0,0.000502765,0.001106083,0.0,0.003821016,0.005027652,0.0,0.030467572,0.0214177978883861,0.000100553,0.2799396681749623,0.6454499748617396,0.00331825,0.008848668,0.001608849,0.008848668,0.051985923,764,1104,0,2171,2303,3,7,11,0,16,18,0,3,5,0,21,21,0,139,122,0,1868,4477,18,34,8,42,261,0.005969,0.00734,0.0,0.00699,0.006958,0.01,0.004375,0.006471,0.0,0.004444,0.003462,0.0,0.006,0.004545,0.0,0.005526,0.0042,0.0,0.004587,0.005728,0.0,0.2784734645199761,0.6674120453190221,0.002683363,0.005068575,0.001192606,0.006261181,0.038908766,9945,31.4963,-81.4103
98,98,98,98,MERIWETHER,0,179486,0,0.112098139,0.681319367,10927,2389,3127,3,4392,4704,6,17,23,0,41,59,0,14,15,1,54,68,1,602,519,3,5519,9102,40,100,30,123,1124,0.1489587230327971,0.1949744357151764,0.000187056,0.2738496071829405,0.2933034044145155,0.000374111,0.001059983,0.001434094,0.0,0.002556428,0.003678763,0.0,0.000872927,0.000935279,6.235191420376606e-05,0.003367003,0.00423993,6.235191420376606e-05,0.037535852,0.032360643,0.000187056,0.3441202144905849,0.5675271230826786,0.002494077,0.006235191,0.001870557,0.007669285,0.070083552,1310,2210,0,3215,3501,5,11,17,0,21,35,0,7,9,1,31,37,1,234,282,0,3520,6721,28,56,17,69,516,0.005483,0.007067,0.0,0.00732,0.007443,0.008333,0.006471,0.007391,0.0,0.005122,0.005932,0.0,0.005,0.006,0.01,0.005741,0.005441,0.01,0.003887,0.005434,0.0,0.3221378237393612,0.6150819072023428,0.00256246,0.00512492,0.001555779,0.006314633,0.0472224764345199,16038,33.0405,-84.6883
99,99,99,99,MILLER,0,87546,0,0.110136794,0.679542203,2850,468,634,0,1384,1530,0,2,4,0,11,18,0,1,6,0,7,6,1,72,50,0,1102,2914,6,29,7,14,122,0.111587982832618,0.1511683357176919,0.0,0.3299952312827849,0.3648068669527897,0.0,0.000476872,0.000953743,0.0,0.002622794,0.004291845,0.0,0.000238436,0.001430615,0.0,0.001669051,0.001430615,0.000238436,0.0171673819742489,0.0119217930376728,0.0,0.2627563185503099,0.6948020982355746,0.001430615,0.00691464,0.001669051,0.003338102,0.0290891750119217,217,392,0,1013,1153,0,1,3,0,5,8,0,0,4,0,2,2,1,28,21,0,609,2166,4,13,4,5,49,0.004637,0.006183,0.0,0.007319,0.007536,0.0,0.005,0.0075,0.0,0.004545,0.004444,0.0,0.0,0.006667,0.0,0.002857,0.003333,0.01,0.003889,0.0042,0.0,0.2136842105263157,0.76,0.001403509,0.004561404,0.001403509,0.001754386,0.017192982,4194,31.164,-84.7308
100,100,100,100,MITCHELL,0,515316,0,0.097388225,0.633384897,9008,2565,3467,6,3302,3633,7,21,29,0,88,83,0,6,14,0,41,40,0,474,438,8,6038,6942,50,171,20,81,920,0.1803543805371959,0.2437772465194768,0.000421882,0.2321755027422303,0.2554493038953733,0.000492195,0.001476586,0.002039094,0.0,0.006187597,0.005836029,0.0,0.000421882,0.00098439,0.0,0.002882858,0.002812544,0.0,0.033328646,0.030797356,0.000562509,0.4245535086485726,0.4881170018281535,0.00351568,0.0120236253691463,0.001406272,0.005695401,0.064688511,1246,2258,3,2354,2668,5,20,20,0,33,29,0,4,4,0,11,13,0,153,182,5,3507,5027,40,62,8,24,340,0.004858,0.006513,0.005,0.007129,0.007344,0.007143,0.009524,0.006897,0.0,0.00375,0.003494,0.0,0.006667,0.002857,0.0,0.002683,0.00325,0.0,0.003228,0.004155,0.00625,0.3893206039076377,0.5580595026642984,0.004440497,0.006882771,0.000888099,0.002664298,0.037744227,14222,31.2253,-84.1943
101,101,101,101,MONROE,0,346302,0,0.074695535,0.726719896,15655,1899,2277,10,7490,7926,16,64,71,1,95,80,0,17,29,0,97,111,1,723,624,11,4186,15432,136,175,46,209,1358,0.088153375,0.1057004920620183,0.000464209,0.347692879,0.3679324111038901,0.000742735,0.00297094,0.003295887,4.6420945130442855e-05,0.00440999,0.003713676,0.0,0.000789156,0.001346207,0.0,0.004502832,0.005152725,4.6420945130442855e-05,0.0335623433293101,0.0289666697613963,0.00051063,0.1943180763160338,0.7163680252529941,0.006313249,0.008123665,0.002135363,0.009701978,0.063039643,1112,1643,5,5640,6132,12,44,54,1,43,52,0,5,17,0,53,68,1,380,389,4,2760,11784,99,95,22,122,773,0.005856,0.007216,0.005,0.00753,0.007737,0.0075,0.006875,0.007606,0.01,0.004526,0.0065,0.0,0.002941,0.005862,0.0,0.005464,0.006126,0.01,0.005256,0.006234,0.003636,0.1763015011178537,0.7527307569466624,0.006323858,0.006068349,0.001405302,0.007793037,0.049377196,21542,33.0139,-83.9187
102,102,102,102,MONTGOMERY,0,54500,1,0.155882353,0.691390496,3943,573,670,1,1886,2102,3,5,8,0,52,57,0,3,2,0,12,19,0,170,139,1,1244,3991,13,109,5,31,310,0.1004734350341925,0.1174820270033315,0.000175346,0.3307031386989303,0.3685779414343328,0.000526039,0.000876732,0.00140277,0.0,0.009118008,0.00999474,0.0,0.000526039,0.000350693,0.0,0.002104156,0.00333158,0.0,0.0298088725232333,0.024373137,0.000175346,0.2181308083464843,0.6998071190601438,0.002279502,0.0191127476766614,0.000876732,0.005435736,0.054357356,323,462,1,1394,1586,2,3,3,0,23,23,0,2,1,0,7,6,0,55,51,1,786,2982,6,46,3,13,107,0.005637,0.006896,0.01,0.007391,0.007545,0.006667,0.006,0.00375,0.0,0.004423,0.004035,0.0,0.006667,0.005,0.0,0.005833,0.003158,0.0,0.003235,0.003669,0.01,0.1993406036013188,0.7562769464874461,0.001521684,0.0116662439766675,0.000760842,0.003296982,0.0271366979457266,5703,32.1734,-82.5348
103,103,103,103,MORGAN,0,707646,0,0.094253426,0.764985356,11754,1258,1609,4,5493,6012,7,29,40,0,69,75,0,8,9,0,37,46,0,359,308,2,2871,11512,69,144,17,83,669,0.08187439,0.1047185161080377,0.000260332,0.357500814,0.3912788805727302,0.000455581,0.001887406,0.002603319,0.0,0.004490726,0.004881224,0.0,0.000520664,0.000585747,0.0,0.00240807,0.002993817,0.0,0.02336479,0.0200455580865603,0.000130166,0.1868532378782948,0.7492352749755938,0.004490726,0.009371949,0.001106411,0.005401887,0.043540514,710,1164,3,4401,4896,4,18,28,0,40,47,0,4,5,0,18,28,0,189,197,2,1877,9301,46,87,9,46,388,0.005644,0.007234,0.0075,0.008012,0.008144,0.005714,0.006207,0.007,0.0,0.005797,0.006267,0.0,0.005,0.005556,0.0,0.004865,0.006087,0.0,0.005265,0.006396,0.01,0.1596903181895524,0.791305088,0.003913561,0.007401736,0.000765697,0.003913561,0.033010039,15365,33.5909,-83.4923
104,104,104,104,MURRAY,0,280126,0,0.082304527,0.656981196,15443,76,61,0,9499,10491,12,22,33,0,625,671,3,19,16,0,83,84,0,967,841,3,137,20002,55,1299,35,167,1811,0.003233217,0.002595082,0.0,0.4041095890410959,0.44631158,0.000510508,0.000935931,0.001403897,0.0,0.0265889560112311,0.028545903,0.000127627,0.000808304,0.000680677,0.0,0.003531013,0.003573556,0.0,0.041138433,0.0357780992087126,0.000127627,0.005828299,0.8509316770186336,0.002339828,0.0552624861737428,0.001488982,0.007104569,0.077044159,30,30,0,6526,7228,10,10,20,0,279,399,2,8,9,0,44,45,0,403,398,2,60,13764,30,680,17,89,803,0.003947,0.004918,0.0,0.00687,0.00689,0.008333,0.004545,0.006061,0.0,0.004464,0.005946,0.006667,0.004211,0.005625,0.0,0.005301,0.005357,0.0,0.004168,0.004732,0.006667,0.003885255,0.8912776015022987,0.001942628,0.044032895,0.001100822,0.005763129,0.051997669,23506,34.7884,-84.7481
105,105,105,105,MUSCOGEE,0,9292600,0,0.088413689,0.586838152,81263,26825,36545,69,25044,30045,77,1084,1333,9,2014,2333,11,124,141,3,1203,1657,7,4826,5021,105,63439,55166,2426,4358,268,2867,9952,0.1937158785637944,0.2639085473295011,0.000498281,0.1808544440913949,0.2169690054594298,0.000556053,0.007828071,0.009626217,6.49932118200988e-05,0.0145440365117421,0.016847685,7.943614778012074e-05,0.000895462,0.001018227,2.166440394003293e-05,0.008687426,0.0119659724428781,5.055027586007684e-05,0.034850804,0.036258991,0.000758254,0.4581227071839163,0.3983795025852855,0.017519281,0.031471157,0.001935353,0.020703949,0.071868049,13391,22676,24,16072,19796,46,577,828,4,922,1172,7,51,65,3,521,852,3,1849,2355,49,36091,35914,1409,2101,119,1376,4253,0.004992,0.006205,0.003478,0.006418,0.006589,0.005974,0.005323,0.006212,0.004444,0.004578,0.005024,0.006364,0.004113,0.00461,0.01,0.004331,0.005142,0.004286,0.003831,0.00469,0.004667,0.4441258629388528,0.4419477498984778,0.017338764,0.025854325,0.001464381,0.0169326753873226,0.052336242,138476,32.51,-84.8771
106,106,106,106,NEWTON,0,1309414,0,0.054578983,0.652341367,54539,15597,21572,4,16580,18535,8,214,289,2,791,1001,1,75,75,0,559,770,1,3915,3609,7,37173,35123,505,1793,150,1330,7531,0.1865558280007176,0.2580228455235931,4.784402846719694e-05,0.1983134979965313,0.2216972669098738,9.568805693439388e-05,0.002559656,0.003456731,2.392201423359847e-05,0.009461157,0.011972968123916,1.1961007116799235e-05,0.000897076,0.000897076,0.0,0.006686203,0.009209975,1.1961007116799235e-05,0.046827343,0.043167275,8.372704981759464e-05,0.4446265175527779,0.4201064529633395,0.006040309,0.021446086,0.001794151,0.015908139,0.090078345,9006,15028,1,11794,13623,7,125,169,2,371,545,1,35,38,0,273,437,1,1444,1633,6,24035,25424,296,917,73,711,3083,0.005774,0.006966,0.0025,0.007113,0.00735,0.00875,0.005841,0.005848,0.01,0.00469,0.005445,0.01,0.004667,0.005067,0.0,0.004884,0.005675,0.01,0.003688,0.004525,0.008571,0.4406938154348264,0.4661618291497827,0.005427309,0.0168136562826601,0.001338492,0.013036543,0.056528356,83605,33.555,-83.8502
107,107,107,107,OCONEE,0,2769018,0,0.042539005,0.804267308,25406,562,723,3,12489,13620,25,384,438,1,320,328,3,16,18,0,161,149,2,1220,1108,19,1288,26134,823,651,34,312,2347,0.017791003,0.022887714,9.496976795720028e-05,0.3953591440058248,0.4311627465256893,0.000791415,0.0121561302985216,0.0138655861217512,3.165658931906676e-05,0.0101301085821013,0.0103833612966538,9.496976795720028e-05,0.000506505,0.000569819,0.0,0.005096711,0.004716832,6.331317863813352e-05,0.038621039,0.0350755009655259,0.000601475,0.0407736870429579,0.8273133052644908,0.0260533730095919,0.0206084396467124,0.001076324,0.009876856,0.074298015,348,522,1,10272,11400,19,285,333,1,210,247,2,9,14,0,106,113,1,757,753,13,871,21691,619,459,23,220,1523,0.006192,0.00722,0.003333,0.008225,0.00837,0.0076,0.007422,0.007603,0.01,0.006562,0.00753,0.006667,0.005625,0.007778,0.0,0.006584,0.007584,0.005,0.006205,0.006796,0.006842,0.03428324,0.853774699,0.024364323388176,0.018066598441313,0.000905298,0.008659372,0.059946469,31589,33.835,-83.4371
108,108,108,108,OGLETHORPE,0,115220,0,0.085133218,0.736059814,8171,730,861,0,4056,4305,11,14,20,0,101,91,1,9,5,0,50,54,1,418,368,6,1591,8372,34,193,14,105,792,0.065759841,0.07756058,0.0,0.3653724889649581,0.387802901,0.000990902,0.001261148,0.001801639,0.0,0.009098279,0.00819746,9.008197459688316e-05,0.000810738,0.00045041,0.0,0.004504099,0.004864427,9.008197459688316e-05,0.037654265,0.033150166651653,0.000540492,0.1433204215836411,0.7541662913251058,0.003062787,0.017385821,0.001261148,0.009458607,0.071344924,416,623,0,3099,3409,5,8,13,0,56,54,0,4,5,0,33,32,1,206,203,4,1039,6513,21,110,9,66,413,0.005699,0.007236,0.0,0.007641,0.007919,0.004545,0.005714,0.0065,0.0,0.005545,0.005934,0.0,0.004444,0.01,0.0,0.0066,0.005926,0.01,0.004928,0.005516,0.006667,0.1271570187247583,0.7970872598213193,0.002570065,0.013462245,0.001101456,0.008077347,0.050544609,11101,33.8807,-83.0807
109,109,109,109,PAULDING,0,1365510,0,0.03821064,0.693878543,85694,10592,13277,31,39263,42525,74,411,563,2,2022,2322,7,142,137,1,979,1183,2,4948,4972,47,23900,81862,976,4351,280,2164,9967,0.085765182,0.1075060728744939,0.000251012,0.3179190283400809,0.344331983805668,0.00059919,0.003327935,0.004558704,1.6194331983805668e-05,0.01637247,0.0188016194331983,5.668016194331984e-05,0.001149798,0.001109312,8.097165991902834e-06,0.007927126,0.009578947,1.6194331983805668e-05,0.040064777,0.040259109,0.000380567,0.1935222672064777,0.6628502024291498,0.007902834,0.035230769,0.002267206,0.0175222672064777,0.080704453,6625,9675,23,27594,31241,61,236,385,2,1163,1523,5,71,84,1,557,774,2,2615,3021,36,16323,58896,623,2691,156,1333,5672,0.006255,0.007287,0.007419,0.007028,0.007347,0.008243,0.005742,0.006838,0.01,0.005752,0.006559,0.007143,0.005,0.006131,0.01,0.005689,0.006543,0.01,0.005285,0.006076,0.00766,0.1904800802856676,0.6872826568954653,0.007270054,0.031402432,0.001820431,0.0155553480990501,0.066188998,123500,33.9205,-84.8673
110,110,110,110,PEACH,0,389026,0,0.108247853,0.649395599,12571,3514,4340,5,4534,4922,16,44,69,0,277,311,0,18,14,0,102,109,0,549,525,9,7859,9472,113,588,32,211,1083,0.1815270172538485,0.2241967145366256,0.000258291,0.2342184109928711,0.2542618039053621,0.000826532,0.002272962,0.003564418,0.0,0.0143093294761855,0.0160657092674863,0.0,0.000929848,0.000723215,0.0,0.005269139,0.005630747,0.0,0.028360368,0.0271205703068498,0.000464924,0.4059820229362537,0.4893067465647278,0.00583738,0.0303750387436718,0.001653063,0.0108998863518958,0.055945862,1860,2838,4,3283,3574,10,26,44,0,117,173,0,13,9,0,58,61,0,229,269,3,4702,6867,70,290,22,119,501,0.005293,0.006539,0.008,0.007241,0.007261,0.00625,0.005909,0.006377,0.0,0.004224,0.005563,0.0,0.007222,0.006429,0.0,0.005686,0.005596,0.0,0.004171,0.005124,0.003333,0.3740354784822209,0.5462572587701854,0.005568372,0.023068968,0.00175006,0.009466232,0.0398536313737968,19358,32.5688,-83.8269
111,111,111,111,PICKENS,0,1380396,0,0.119226638,0.693956717,16995,99,104,0,10442,11336,0,45,53,0,106,150,0,19,20,0,51,65,0,1118,882,0,203,21778,98,256,39,116,2000,0.004042466,0.004246631,0.0,0.4263781135157207,0.4628828093099224,0.0,0.001837485,0.002164149,0.0,0.004328297,0.006124949,0.0,0.000775827,0.00081666,0.0,0.002082483,0.002654145,0.0,0.045651286,0.0360147,0.0,0.008289098,0.8892609228256432,0.004001633,0.0104532462229481,0.001592487,0.004736627,0.081665986,44,57,0,7482,8278,0,28,31,0,57,87,0,9,17,0,29,42,0,443,391,0,101,15760,59,144,26,71,834,0.004444,0.005481,0.0,0.007165,0.007302,0.0,0.006222,0.005849,0.0,0.005377,0.0058,0.0,0.004737,0.0085,0.0,0.005686,0.006462,0.0,0.003962,0.004433,0.0,0.005942924,0.9273315681082672,0.003471609,0.00847308,0.001529862,0.004177699,0.049073257,24490,34.4643,-84.4656
112,112,112,112,PIERCE,0,377758,0,0.10215311,0.695389093,9079,442,556,2,5060,5660,16,17,28,1,48,69,0,12,11,1,36,31,0,529,525,12,1000,10736,46,117,24,67,1066,0.0338541666666666,0.042585784,0.000153186,0.3875612745098039,0.4335171568627451,0.00122549,0.001302083,0.002144608,7.659313725490196e-05,0.003676471,0.005284926,0.0,0.000919118,0.000842525,7.659313725490196e-05,0.002757353,0.002374387,0.0,0.04051777,0.040211397,0.000919118,0.076593137,0.8223039215686274,0.003523284,0.008961397,0.001838235,0.00513174,0.081648284,221,339,1,3693,4185,11,8,18,1,23,37,0,7,7,0,18,11,0,233,258,8,561,7889,27,60,14,29,499,0.005,0.006097,0.005,0.007298,0.007394,0.006875,0.004706,0.006429,0.01,0.004792,0.005362,0.0,0.005833,0.006364,0.0,0.005,0.003548,0.0,0.004405,0.004914,0.006667,0.061790946,0.8689282960678488,0.002973896,0.006608657,0.00154202,0.003194184,0.0549620002202885,13056,31.3588,-82.2128
113,113,113,113,PIKE,0,168892,0,0.061703934,0.756349821,10750,558,598,0,5722,6193,10,14,30,0,36,53,0,12,5,0,44,42,0,491,402,3,1156,11925,44,89,17,86,896,0.039259833,0.0420741574614789,0.0,0.4025891789207064,0.4357278547808344,0.000703581,0.000985014,0.002110744,0.0,0.002532892,0.003728981,0.0,0.000844297,0.000351791,0.0,0.003095757,0.002955041,0.0,0.034545838,0.028283965,0.000211074,0.08133399,0.8390206149299937,0.003095757,0.006261873,0.001196088,0.006050799,0.063040878,334,454,0,4403,4877,9,12,21,0,20,36,0,9,3,0,25,32,0,259,253,3,788,9289,33,56,12,57,515,0.005986,0.007592,0.0,0.007695,0.007875,0.009,0.008571,0.007,0.0,0.005556,0.006792,0.0,0.0075,0.006,0.0,0.005682,0.007619,0.0,0.005275,0.006294,0.01,0.073302326,0.8640930232558139,0.003069767,0.005209302,0.001116279,0.005302326,0.047906977,14213,33.0923,-84.3892
114,114,114,114,POLK,0,399524,0,0.073810351,0.682533454,17393,1149,1622,3,9445,10541,25,31,54,0,344,361,2,10,13,0,118,117,2,882,759,5,2774,20011,85,707,23,237,1646,0.045088883,0.063650277,0.000117726,0.3706392496958757,0.4136483145626496,0.000981046,0.001216497,0.00211906,0.0,0.0134991955421261,0.0141663069497311,7.848369501236118e-05,0.000392418,0.000510144,0.0,0.004630538,0.004591296,7.848369501236118e-05,0.0346113095004512,0.029784562257191,0.000196209,0.1088568849821449,0.7852686104461798,0.003335557,0.0277439861868696,0.000902562,0.009300318,0.064592081,594,1059,2,6788,7587,17,15,38,0,150,226,2,3,8,0,57,59,2,378,406,2,1655,14392,53,378,11,118,786,0.00517,0.006529,0.006667,0.007187,0.007198,0.0068,0.004839,0.007037,0.0,0.00436,0.00626,0.01,0.003,0.006154,0.0,0.004831,0.005043,0.01,0.004286,0.005349,0.004,0.095153223,0.8274593227160352,0.003047203,0.021732881,0.000632438,0.006784339,0.045190594,25483,34.0018,-85.1881
115,115,115,115,PULASKI,0,360128,0,0.160242934,0.66264077,4060,730,957,1,1928,2119,4,16,16,0,27,26,0,4,4,0,35,41,0,116,103,0,1688,4051,32,53,8,76,219,0.1191447690550024,0.1561938958707361,0.000163212,0.3146727599151298,0.3458462542843153,0.000652848,0.002611392,0.002611392,0.0,0.004406724,0.004243512,0.0,0.000652848,0.000652848,0.0,0.00571242,0.006691693,0.0,0.0189325934388771,0.0168108372776236,0.0,0.2755018769381426,0.6611718622490615,0.005222784,0.008650237,0.001305696,0.0124041129427125,0.035743431,346,593,0,1398,1537,4,13,12,0,14,14,0,1,3,0,13,21,0,46,45,0,939,2939,25,28,4,34,91,0.00474,0.006196,0.0,0.007251,0.007253,0.01,0.008125,0.0075,0.0,0.005185,0.005385,0.0,0.0025,0.0075,0.0,0.003714,0.005122,0.0,0.003966,0.004369,0.0,0.2312807881773399,0.7238916256157636,0.006157635,0.006896552,0.000985222,0.008374384,0.0224137931034482,6127,32.2323,-83.476
116,116,116,116,PUTNAM,0,727114,0,0.295503376,0.726790613,11923,1468,1979,2,5561,5992,12,30,43,0,113,134,0,15,3,0,60,50,0,501,437,5,3449,11565,73,247,18,110,943,0.089484913,0.1206339530630905,0.000121914,0.3389820176775373,0.3652544955806157,0.000731484,0.001828711,0.002621152,0.0,0.006888144,0.008168241,0.0,0.000914355,0.000182871,0.0,0.003657422,0.003047851,0.0,0.0305394696738799,0.0266382200548613,0.000304785,0.2102407802499238,0.704967998,0.004449863,0.0150563852483998,0.001097226,0.006705273,0.057482475,808,1364,2,4308,4706,8,12,28,0,58,77,0,8,2,0,28,28,0,239,245,2,2174,9022,40,135,10,56,486,0.005504,0.006892,0.01,0.007747,0.007854,0.006667,0.004,0.006512,0.0,0.005133,0.005746,0.0,0.005333,0.006667,0.0,0.004667,0.0056,0.0,0.00477,0.005606,0.004,0.1823366602365176,0.7566887528306634,0.00335486,0.0113226536945399,0.000838715,0.004696804,0.0407615533003438,16405,33.3218,-83.3728
117,117,117,117,QUITMAN,0,15152,1,0.405244338,0.651135702,1118,287,431,0,416,450,0,3,4,0,6,8,0,6,9,0,5,6,0,47,39,0,718,866,7,14,15,11,86,0.1671520093185789,0.2510192195690157,0.0,0.2422830518345952,0.262085032,0.0,0.001747234,0.002329645,0.0,0.003494467,0.004659289,0.0,0.003494467,0.005241701,0.0,0.002912056,0.003494467,0.0,0.0273733255678509,0.0227140361094933,0.0,0.4181712288875946,0.5043680838672102,0.004076878,0.008153757,0.008736168,0.006406523,0.0500873616773442,178,279,0,290,306,0,2,2,0,4,5,0,3,4,0,3,4,0,20,18,0,457,596,4,9,7,7,38,0.006202,0.006473,0.0,0.006971,0.0068,0.0,0.006667,0.005,0.0,0.006667,0.00625,0.0,0.005,0.004444,0.0,0.006,0.006667,0.0,0.004255,0.004615,0.0,0.4087656529516995,0.5330948121645797,0.003577818,0.008050089,0.006261181,0.006261181,0.033989267,1717,31.8673,-85.0188
118,118,118,118,RABUN,0,1281968,0,0.389055973,0.717349218,9634,34,41,0,5719,6294,18,15,27,0,132,115,0,13,18,0,37,39,0,485,441,2,75,12031,42,247,31,76,928,0.002531646,0.003052867,0.0,0.425837676842889,0.4686522710349963,0.001340283,0.001116902,0.002010424,0.0,0.009828742,0.008562919,0.0,0.000967982,0.001340283,0.0,0.002755026,0.002903946,0.0,0.036113179,0.032836932,0.00014892,0.005584512,0.8958302308265078,0.003127327,0.018391660461653,0.002308265,0.005658972,0.069099032,15,19,0,4196,4690,11,12,16,0,52,64,0,5,10,0,23,23,0,255,241,2,34,8897,28,116,15,46,498,0.004412,0.004634,0.0,0.007337,0.007452,0.006111,0.008,0.005926,0.0,0.003939,0.005565,0.0,0.003846,0.005556,0.0,0.006216,0.005897,0.0,0.005258,0.005465,0.01,0.003529168,0.923500104,0.002906373,0.0120406892256591,0.001556986,0.004774756,0.0516919244342952,13430,34.8818,-83.402
119,119,119,119,RANDOLPH,0,83550,1,0.217568354,0.688155253,3085,991,1442,5,862,944,0,5,4,0,8,11,0,3,4,0,9,9,0,94,84,8,2438,1806,9,19,7,18,186,0.2210573276823555,0.3216596029444568,0.001115325,0.1922819540486281,0.2105732768235556,0.0,0.001115325,0.00089226,0.0,0.001784519,0.002453714,0.0,0.000669195,0.00089226,0.0,0.002007584,0.002007584,0.0,0.0209681017175998,0.0187374525987062,0.001784519,0.5438322551862592,0.4028552308721838,0.002007584,0.004238233,0.001561454,0.004015168,0.041490074,571,1013,2,676,718,0,2,2,0,6,4,0,1,3,0,4,6,0,25,50,2,1586,1394,4,10,4,10,77,0.005762,0.007025,0.004,0.007842,0.007606,0.0,0.004,0.005,0.0,0.0075,0.003636,0.0,0.003333,0.0075,0.0,0.004444,0.006667,0.0,0.00266,0.005952,0.0025,0.5141004862236629,0.4518638573743922,0.001296596,0.003241491,0.001296596,0.003241491,0.0249594813614262,4483,31.7627,-84.7542
120,120,120,120,RICHMOND,0,4709058,0,0.105304322,0.581766942,87528,33603,43925,406,22941,25952,115,709,992,7,1315,1552,13,153,175,3,1425,1916,19,7669,7209,353,77934,49008,1708,2880,331,3360,15231,0.2233469810969611,0.291953579879297,0.002698535,0.1524805253502778,0.1724935527610134,0.000764363,0.004712466,0.006593465,4.652646691303538e-05,0.008740329,0.0103155823784329,8.640629569563715e-05,0.001016936,0.001163162,1.993991439130088e-05,0.009471459,0.012734959,0.000126286,0.0509730678222954,0.047915614282296,0.002346263,0.5179990960572143,0.3257384414962911,0.0113524579267806,0.0191423178156488,0.002200037,0.0223327041182569,0.1012349453646345,17733,28625,138,14201,16783,59,328,534,1,559,721,2,55,82,0,611,950,6,2742,3299,99,46496,31043,863,1282,137,1567,6140,0.005277,0.006517,0.003399,0.00619,0.006467,0.00513,0.004626,0.005383,0.001429,0.004251,0.004646,0.001538,0.003595,0.004686,0.0,0.004288,0.004958,0.003158,0.003575,0.004576,0.002805,0.5312128690247692,0.3546636504889864,0.009859702,0.014646741614112,0.001565213,0.017902843,0.070148981,150452,33.3596,-82.0736
